kanji,id,keyword,components,on_reading,kun_reading,stroke_count,jlpt,romaji
市,440,market,top hat; towel,シ,いち,5,N3,shi (ON); ichi (KUN)
柿,441,persimmon,tree; wood; market; top hat; towel,シ,かき; こけら,9,,shi (ON); kaki (KUN); kokera (KUN)
姉,442,elder sister,woman; market; top hat; towel,シ,あね; はは,8,N4,shi (ON); ane (KUN); haha (KUN)
肺,443,lungs,moon; month; flesh; part of the body; market; top hat; towel,ハイ,,9,N1,hai (ON)
帯,444,sash,buckle; apron; crown; towel,タイ,お.びる; おび,10,N2,tai (ON); o.biru (KUN); obi (KUN)
滞,445,stagnate,water; water droplets; water pistol; sash; buckle; apron; crown; towel,タイ; テイ,とどこお.る,13,N1,tai (ON); tei (ON); todokoo.ru (KUN)
刺,446,thorn,tree; wood; belt; sword; sabre; saber,シ,さ.す; さ.さる; さ.し; さし; とげ,8,N2,shi (ON); sa.su (KUN); sa.saru (KUN); sa.shi (KUN); sashi (KUN); toge (KUN)
制,447,system,cow; belt; sword; sabre; saber,セイ,,8,N3,sei (ON)
製,448,made in...,made in…; system; cow; belt; sword; sabre; saber; hat; scarf; cloth; clothes; clothing; garment,セイ,,14,N1,sei (ON)
転,449,revolve,car; rising cloud; two; elbow; wall,テン,ころ.がる; ころ.げる; ころ.がす; ころ.ぶ; まろ.ぶ; うたた; うつ.る; くる.めく,11,N4,ten (ON); koro.garu (KUN); koro.geru (KUN); koro.gasu (KUN); koro.bu (KUN); maro.bu (KUN); utata (KUN); utsu.ru (KUN); kuru.meku (KUN)
芸,450,technique,flowers; rising cloud; two; elbow; wall,ゲイ; ウン,う.える; のり; わざ,7,N2,gei (ON); un (ON); u.eru (KUN); nori (KUN); waza (KUN)
雨,451,rain,weather,ウ,あめ; あま-; -さめ,8,N5,u (ON); ame (KUN); ama- (KUN); -same (KUN)
雲,452,cloud,rain; weather; rising cloud; two; elbow; wall,ウン,くも; -ぐも,12,N2,un (ON); kumo (KUN); -gumo (KUN)
曇,453,cloudy weather,sun; day; cloud; rain; weather; rising cloud; two; elbow; wall,ドン,くも.る,16,N2,don (ON); kumo.ru (KUN)
雷,454,thunder,rain; weather; rice field; brains,ライ,かみなり,13,N1,rai (ON); kaminari (KUN)
霜,455,frost,rain; weather; inter; Inter Milan; tree; wood; eye,ソウ,しも,17,N1,sou (ON); shimo (KUN)
冬,456,winter,walking legs; ice,トウ,ふゆ,5,N4,tou (ON); fuyu (KUN)
天,457,heavens,one; ceiling; large,テン,あまつ; あめ; あま-,4,N5,ten (ON); amatsu (KUN); ame (KUN); ama- (KUN)
妖,458,bewitched,woman; sapling,ヨウ,あや.しい; なま.めく; わざわ.い,7,,you (ON); aya.shii (KUN); nama.meku (KUN); wazawa.i (KUN)
沃,459,irrigate,water; water droplets; water pistol; sapling,ヨウ; ヨク; オク,そそ.ぐ,7,,you (ON); yoku (ON); oku (ON); soso.gu (KUN)
橋,460,bridge,tree; wood; angel; heavens; mouth; hood; mouth,キョウ,はし,16,N2,kyou (ON); hashi (KUN)
嬌,461,attractive,woman; angel; heavens; mouth; hood; mouth,キョウ,なまめか.しい,15,,kyou (ON); namameka.shii (KUN)
立,462,stand up,vase,リツ; リュウ; リットル,た.つ; -た.つ; た.ち-; た.てる; -た.てる; た.て-; たて-; -た.て; -だ.て; -だ.てる,5,N4,ritsu (ON); ryuu (ON); ritoru (ON); ta.tsu (KUN); -ta.tsu (KUN); ta.chi- (KUN); ta.teru (KUN); -ta.teru (KUN); ta.te- (KUN); tate- (KUN); -ta.te (KUN); -da.te (KUN); -da.teru (KUN)
泣,463,cry,water; water droplets; water pistol; vase; stand up,キュウ,な.く,8,N1,kyuu (ON); na.ku (KUN)
章,464,badge,vase; stand up; sunflower; early; sun; day; ten; needle,ショウ,,11,N2,shou (ON)
競,465,vie,vase; stand up; elder brother; teenager; mouth; human legs,キョウ; ケイ,きそ.う; せ.る,20,N2,kyou (ON); kei (ON); kiso.u (KUN); se.ru (KUN)
帝,466,sovereign,vase; stand up; apron; crown; towel,テイ,みかど,9,N1,tei (ON); mikado (KUN)
諦,467,renunciation,say; words; keitai; mouth; sovereign; vase; stand up; apron; crown; towel,テイ; タイ,あき.らめる; あきら.める; つまびらか; まこと,16,,tei (ON); tai (ON); aki.rameru (KUN); akira.meru (KUN); tsumabiraka (KUN); makoto (KUN)
童,468,juvenile,vase; stand up; computer,ドウ,わらべ,12,N2,dou (ON); warabe (KUN)
瞳,469,pupil,eye; juvenile; vase; stand up; computer,ドウ; トウ,ひとみ,17,N1,dou (ON); tou (ON); hitomi (KUN)
鐘,470,bell,metal; gold; juvenile; vase; stand up; computer,ショウ,かね,20,N1,shou (ON); kane (KUN)
商,471,make a deal,vase; stand up; alien; hood; human legs; mouth,ショウ,あきな.う,11,N3,shou (ON); akina.u (KUN)
嫡,472,legitimate wife,woman; antique; vase; stand up; hood; old; tombstone; gravestone; church; ten; needle; mouth,チャク; テキ,,14,N1,chaku (ON); teki (ON)
適,473,suitable,antique; vase; stand up; hood; old; tombstone; gravestone; church; ten; needle; mouth; road,テキ,かな.う,14,N3,teki (ON); kana.u (KUN)
滴,474,drip,water; water droplets; water pistol; antique; vase; stand up; hood; old; tombstone; gravestone; church; ten; needle; mouth,テキ,しずく; したた.る,14,N2,teki (ON); shizuku (KUN); shitata.ru (KUN)
敵,475,enemy,antique; vase; stand up; hood; old; tombstone; gravestone; church; ten; needle; mouth; taskmaster,テキ,かたき; あだ; かな.う,15,N1,teki (ON); kataki (KUN); ada (KUN); kana.u (KUN)
匕,476,spoon,sitting on the ground,ヒ,さじ; さじのひ,2,,hi (ON); saji (KUN); sajinohi (KUN)
叱,477,scold,mouth; diced; seven; spoon; sitting on the ground,シツ; シチ,しか.る,5,,shitsu (ON); shichi (ON); shika.ru (KUN)
匂,478,aroma,bound up; spoon; sitting on the ground,,にお.う; にお.い; にお.わせる,4,,nio.u (KUN); nio.i (KUN); nio.waseru (KUN)
頃,479,about that time,spoon; sitting on the ground; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ケイ; キョウ,ころ; ごろ; しばら.く,11,,kei (ON); kyou (ON); koro (KUN); goro (KUN); shibara.ku (KUN)
北,480,north,spoon; sitting on the ground,ホク,きた,5,N5,hoku (ON); kita (KUN)
背,481,stature,north; spoon; sitting on the ground; moon; month; flesh; part of the body,ハイ,せ; せい; そむ.く; そむ.ける,9,N3,hai (ON); se (KUN); sei (KUN); somu.ku (KUN); somu.keru (KUN)
比,482,compare,spoon; sitting on the ground,ヒ,くら.べる,4,N2,hi (ON); kura.beru (KUN)
昆,483,descendants,sun; day; compare; spoon; sitting on the ground,コン,,8,N1,kon (ON)
皆,484,all,compare; spoon; sitting on the ground; white; dove,カイ,みな; みんな,9,N3,kai (ON); mina (KUN); minna (KUN)
楷,485,block letters,,カイ,,13,,kai (ON)
諧,486,orderliness,,カイ,かな.う; やわ.らぐ,16,,kai (ON); kana.u (KUN); yawa.ragu (KUN)
混,487,mix,water; water droplets; water pistol; descendants; sun; day; compare; spoon; sitting on the ground,コン,ま.じる; -ま.じり; ま.ざる; ま.ぜる; こ.む,11,N2,kon (ON); ma.jiru (KUN); -ma.jiri (KUN); ma.zaru (KUN); ma.zeru (KUN); ko.mu (KUN)
渇,488,thirst,water; water droplets; water pistol; mexican bandit; muchacho; siesta; sun; day; aroma; bound up; spoon; sitting on the ground,カツ,かわ.く,11,N1,katsu (ON); kawa.ku (KUN)
謁,489,audience,say; words; keitai; mouth; mexican bandit; muchacho; siesta; sun; day; aroma; bound up; spoon; sitting on the ground,エツ,,15,N1,etsu (ON)
褐,490,brown,cloak; mexican bandit; muchacho; siesta; sun; day; aroma; bound up; spoon; sitting on the ground,カツ,,13,N1,katsu (ON)
喝,491,hoarse,mouth; mexican bandit; muchacho; siesta; sun; day; aroma; bound up; spoon; sitting on the ground,カツ,,11,N1,katsu (ON)
葛,492,kudzu,flowers; mexican bandit; muchacho; siesta; sun; day; aroma; bound up; spoon; sitting on the ground,カツ; カチ,つづら; くず,11,,katsu (ON); kachi (ON); tsuzura (KUN); kuzu (KUN)
旨,493,delicious,spoon; sitting on the ground; sun; day,シ,むね; うま.い,6,N1,shi (ON); mune (KUN); uma.i (KUN)
脂,494,fat,moon; month; flesh; part of the body; delicious; spoon; sun; day,シ,あぶら,10,N2,shi (ON); abura (KUN)
詣,495,visit a shrine,say; words; keitai; mouth; delicious; spoon; sitting on the ground; sun; day,ケイ; ゲイ,けい.する; まい.る; いた.る; もう.でる,13,,kei (ON); gei (ON); kei.suru (KUN); mai.ru (KUN); ita.ru (KUN); mou.deru (KUN)
壱,496,I (one),1 (one); samurai; crown; spoon; sitting on the ground,イチ; イツ,ひとつ,7,N1,ichi (ON); itsu (ON); hitotsu (KUN)
毎,497,every,reclining; lying down; mother,マイ,ごと; -ごと.に,6,N5,mai (ON); goto (KUN); -goto.ni (KUN)
敏,498,cleverness,every; reclining; lying down; mother; breasts; taskmaster,ビン,さとい,10,N1,bin (ON); satoi (KUN)
梅,499,plum,tree; wood; every; reclining; lying down; mother; breasts,バイ,うめ,10,N1,bai (ON); ume (KUN)
海,500,sea,water; water droplets; water pistol; every; reclining; lying down; mother; breasts,カイ,うみ,9,N4,kai (ON); umi (KUN)
乞,501,beg,reclining; lying down; fishhook,コツ; キツ; キ; キケ; コチ,こ.う,3,,kotsu (ON); kitsu (ON); ki (ON); kike (ON); kochi (ON); ko.u (KUN)
乾,502,drought,mist; ten; needle; early; sun; day; beg; reclining; lying down; fishhook,カン; ケン,かわ.く; かわ.かす; ほ.す; ひ.る; いぬい,11,N2,kan (ON); ken (ON); kawa.ku (KUN); kawa.kasu (KUN); ho.su (KUN); hi.ru (KUN); inui (KUN)
腹,503,abdomen,moon; month; flesh; part of the body; fold back; double back; reclining; lying down; sun; day; walking legs,フク,はら,13,N3,fuku (ON); hara (KUN)
複,504,duplicate,cloak; fold back; double back; reclining; lying down; sun; day; walking legs,フク,,14,N2,fuku (ON)
欠,505,lack,yawn,ケツ; ケン,か.ける; か.く; あくび,4,N3,ketsu (ON); ken (ON); ka.keru (KUN); ka.ku (KUN); akubi (KUN)
吹,506,blow,mouth; lack; yawn,スイ,ふ.く,7,N3,sui (ON); fu.ku (KUN)
炊,507,cook,fire; lack; yawn,スイ,た.く; -だ.き,8,N1,sui (ON); ta.ku (KUN); -da.ki (KUN)
歌,508,song,cancan; can; mouth; street; nail; spike; lack; yawn,カ,うた; うた.う,14,N4,ka (ON); uta (KUN); uta.u (KUN)
軟,509,soft,car; lack; yawn,ナン,やわ.らか; やわ.らかい,11,N2,nan (ON); yawa.raka (KUN); yawa.rakai (KUN)
次,510,next,ice; lack; yawn,ジ; シ,つ.ぐ; つぎ,6,N3,ji (ON); shi (ON); tsu.gu (KUN); tsugi (KUN)
茨,511,briar,flowers; next; ice; lack; yawn,シ; ジ,いばら; かや; くさぶき,9,,shi (ON); ji (ON); ibara (KUN); kaya (KUN); kusabuki (KUN)
資,512,assets,next; ice; lack; yawn; shellfish; clam; oyster; eye; animal legs; eight,シ,,13,N3,shi (ON)
姿,513,figure,next; ice; lack; yawn; woman,シ,すがた,9,N1,shi (ON); sugata (KUN)
諮,514,consult with,say; words; keitai; mouth; next; ice; lack; yawn; mouth,シ,はか.る,16,N1,shi (ON); haka.ru (KUN)
賠,515,compensation,shellfish; clam; oyster; eye; animal legs; eight; muzzle; vase; stand up; mouth,バイ,,15,N1,bai (ON)
培,516,cultivate,soil; dirt; ground; muzzle; vase; stand up; mouth,バイ,つちか.う,11,N1,bai (ON); tsuchika.u (KUN)
剖,517,divide,muzzle; vase; stand up; mouth; sword; sabre; saber,ボウ,,10,N1,bou (ON)
音,518,sound,vase; stand up; sun; day; tongue wagging,オン; イン; ノン,おと; ね,9,N4,on (ON); in (ON); non (ON); oto (KUN); ne (KUN)
暗,519,darkness,sun; day; sound; vase; stand up; sun; day,アン,くら.い; くら.む; くれ.る,13,N3,an (ON); kura.i (KUN); kura.mu (KUN); kure.ru (KUN)
韻,520,rhyme,sound; vase; stand up; sun; day; employee; mouth; shellfish; clam; oyster; eye; animal legs; eight,イン,,19,N1,in (ON)
識,521,discriminating,say; words; keitai; mouth; kazoo; sound; vase; stand up; sun; day; fiesta,シキ,し.る; しる.す,19,N3,shiki (ON); shi.ru (KUN); shiru.su (KUN)
鏡,522,mirror,metal; gold; vase; stand up; sun; day; human legs,キョウ; ケイ,かがみ,19,N1,kyou (ON); kei (ON); kagami (KUN)
境,523,boundary,soil; dirt; ground; mirror; vase; stand up; sun; day; human legs,キョウ; ケイ,さかい,14,N2,kyou (ON); kei (ON); sakai (KUN)
亡,524,deceased,perish; top hat; fishhook,ボウ; モウ,な.い; な.き-; ほろ.びる; ほろ.ぶ; ほろ.ぼす,3,N3,bou (ON); mou (ON); na.i (KUN); na.ki- (KUN); horo.biru (KUN); horo.bu (KUN); horo.bosu (KUN)
盲,525,blind,deceased; perish; top hat; fishhook; eye,モウ,めくら,8,N1,mou (ON); mekura (KUN)
妄,526,delusion,deceased; perish; top hat; fishhook; woman,モウ; ボウ,みだ.りに,6,N1,mou (ON); bou (ON); mida.rini (KUN)
荒,527,laid waste,wreath; flowers; deceased; perish; top hat; fishhook; stream; flood,コウ,あら.い; あら-; あ.れる; あ.らす; -あ.らし; すさ.む,9,N2,kou (ON); ara.i (KUN); ara- (KUN); a.reru (KUN); a.rasu (KUN); -a.rashi (KUN); susa.mu (KUN)
望,528,ambition,deceased; perish; top hat; fishhook; moon; month; flesh; part of the body; king; jewel; ball,ボウ; モウ,のぞ.む; もち,11,N3,bou (ON); mou (ON); nozo.mu (KUN); mochi (KUN)
方,529,direction,compass,ホウ,かた; -かた; -がた,4,N4,hou (ON); kata (KUN); -kata (KUN); -gata (KUN)
妨,530,disturb,compass; direction; woman,ボウ,さまた.げる,7,N1,bou (ON); samata.geru (KUN)
坊,531,boy,soil; dirt; ground; compass; direction,ボウ; ボッ,,7,,bou (ON); bo (ON)
芳,532,perfumed,perfume; flowers; compass; direction,ホウ,かんば.しい,7,N1,hou (ON); kanba.shii (KUN)
肪,533,obese,moon; month; flesh; part of the body; compass; direction,ボウ,,8,N1,bou (ON)
訪,534,call on,say; words; keitai; mouth; compass; direction,ホウ,おとず.れる; たず.ねる; と.う,11,N3,hou (ON); otozu.reru (KUN); tazu.neru (KUN); to.u (KUN)
放,535,set free,compass; direction; taskmaster,ホウ,はな.す; -っぱな.し; はな.つ; はな.れる; こ.く; ほう.る,8,N3,hou (ON); hana.su (KUN); -pana.shi (KUN); hana.tsu (KUN); hana.reru (KUN); ko.ku (KUN); hou.ru (KUN)
激,536,violent,water; water droplets; water pistol; white; dove; compass; direction; taskmaster,ゲキ,はげ.しい,16,N1,geki (ON); hage.shii (KUN)
脱,537,undress,moon; month; flesh; part of the body; devil; horns; elder brother; teenager; mouth; human legs,ダツ,ぬ.ぐ; ぬ.げる,11,N1,datsu (ON); nu.gu (KUN); nu.geru (KUN)
説,538,explanation,rumor; say; words; keitai; mouth; devil; horns; elder brother; teenager; mouth; human legs,セツ; ゼイ,と.く,14,N3,setsu (ON); zei (ON); to.ku (KUN)
鋭,539,pointed,metal; gold; devil; horns; elder brother; teenager; mouth; human legs,エイ,するど.い,15,N2,ei (ON); surudo.i (KUN)
曽,540,formerly,increase; horns; rice field; brains; sun; day,ソウ; ソ; ゾウ,かつ; かつて; すなわち,11,,sou (ON); so (ON); zou (ON); katsu (KUN); katsute (KUN); sunawachi (KUN)
増,541,increase,soil; dirt; ground; formerly; horns; rice field; brains; sun; day,ゾウ,ま.す; ま.し; ふ.える; ふ.やす,14,N3,zou (ON); ma.su (KUN); ma.shi (KUN); fu.eru (KUN); fu.yasu (KUN)
贈,542,presents,shellfish; clam; oyster; eye; animal legs; eight; increase; formerly; horns; rice field; brains; sun; day,ゾウ; ソウ,おく.る,18,N2,zou (ON); sou (ON); oku.ru (KUN)
東,543,east,sun; day; tree; wood,トウ,ひがし,8,N5,tou (ON); higashi (KUN)
棟,544,ridgepole,tree; wood; east; tree; wood; sun; day,トウ,むね; むな-,12,N1,tou (ON); mune (KUN); muna- (KUN)
凍,545,frozen,ice; east; tree; wood; sun; day,トウ,こお.る; こご.える; こご.る; い.てる; し.みる,10,N2,tou (ON); koo.ru (KUN); kogo.eru (KUN); kogo.ru (KUN); i.teru (KUN); shi.miru (KUN)
妊,546,pregnancy,woman; porter; drop; samurai,ニン; ジン,はら.む; みごも.る,7,N1,nin (ON); jin (ON); hara.mu (KUN); migomo.ru (KUN)
廷,547,courts,porter; drop; samurai; stretch,テイ,,7,N1,tei (ON)
染,548,dye,water; water droplets; water pistol; nine; baseball; tree; wood,セン,そ.める; -ぞ.め; -ぞめ; そ.まる; し.みる; -じ.みる; し.み; -し.める,9,N1,sen (ON); so.meru (KUN); -zo.me (KUN); -zome (KUN); so.maru (KUN); shi.miru (KUN); -ji.miru (KUN); shi.mi (KUN); -shi.meru (KUN)
燃,549,burn,fire; sort of thing; moon; crescent moon; month; flesh; part of the body; chihuahua; dog; large; drop; oven-fire; barbecue,ネン,も.える; も.やす; も.す,16,N2,nen (ON); mo.eru (KUN); mo.yasu (KUN); mo.su (KUN)
賓,550,V.I.P.,house; one; ceiling; few; shellfish; clam; oyster; eye; animal legs; eight,ヒン,,15,N1,hin (ON)
歳,551,year-end,year end; stop; footprint; one; little; small; march,サイ; セイ,とし; とせ; よわい,13,N3,sai (ON); sei (ON); toshi (KUN); tose (KUN); yowai (KUN)
県,552,prefecture,eye; fishhook; small; little,ケン,か.ける,9,N2,ken (ON); ka.keru (KUN)
栃,553,horse chestnut,tree; wood; Wimbledon; cliff; ten thousand; one; bound up,,とち,9,,tochi (KUN)
地,554,ground,soil; dirt; scorpion,チ; ジ,,6,N4,chi (ON); ji (ON)
池,555,pond,water; water droplets; water pistol; scorpion,チ,いけ,6,N2,chi (ON); ike (KUN)
虫,556,insect,in; stick; mouth,チュウ; キ,むし,6,N2,chuu (ON); ki (ON); mushi (KUN)
蛍,557,lightning bug,lightning-bug; schoolhouse; owl; crown; insect,ケイ,ほたる,11,N1,kei (ON); hotaru (KUN)
蛇,558,snake,insect; wind chimes; house; spoon; sitting on the ground,ジャ; ダ; イ; ヤ,へび,11,N1,ja (ON); da (ON); i (ON); ya (ON); hebi (KUN)
虹,559,rainbow,insect; craft,コウ,にじ,9,N1,kou (ON); niji (KUN)
蝶,560,butterfly,insect; Tarzan; generation; tree; wood,チョウ,,15,N1,chou (ON)
独,561,single,pack of wild dogs; insect,ドク; トク,ひと.り,9,N1,doku (ON); toku (ON); hito.ri (KUN)
蚕,562,silkworm,heavens; insect,サン; テン,かいこ; こ,10,N1,san (ON); ten (ON); kaiko (KUN); ko (KUN)
風,563,wind,gnats; drop; insect,フウ; フ,かぜ; かざ-; -かぜ,9,N4,fuu (ON); fu (ON); kaze (KUN); kaza- (KUN); -kaze (KUN)
己,564,self,snake,コ; キ,おのれ; つちのと; な,3,N1,ko (ON); ki (ON); onore (KUN); tsuchinoto (KUN); na (KUN)
起,565,rouse,run; soil; dirt; ground; mend; snake; self,キ,お.きる; お.こる; お.こす; おこ.す; た.つ,10,N4,ki (ON); o.kiru (KUN); o.koru (KUN); o.kosu (KUN); oko.su (KUN); ta.tsu (KUN)
妃,566,queen,woman; snake; self,ヒ,きさき,6,N1,hi (ON); kisaki (KUN)
改,567,reformation,snake; self; taskmaster,カイ,あらた.める; あらた.まる,7,N2,kai (ON); arata.meru (KUN); arata.maru (KUN)
記,568,scribe,say; words; keitai; mouth; snake; self,キ,しる.す,10,N3,ki (ON); shiru.su (KUN)
包,569,wrap,bound up; snake; self,ホウ,つつ.む; くる.む,5,N2,hou (ON); tsutsu.mu (KUN); kuru.mu (KUN)
胞,570,placenta,moon; month; flesh; part of the body; wrap; bound up; snake; self,ホウ,,9,N1,hou (ON)
砲,571,cannon,stone; rock; wrap; bound up; snake; self,ホウ,,10,N1,hou (ON)
泡,572,bubble,water; water droplets; water pistol; wrap; bound up; snake; self,ホウ,あわ,8,N1,hou (ON); awa (KUN)
亀,573,tortoise,bound up; eels; sun; day,キ; キュウ; キン,かめ,11,N1,ki (ON); kyuu (ON); kin (ON); kame (KUN)
電,574,electricity,rain; weather; eel; sun; day,デン,,13,N5,den (ON)
竜,575,dragon,vase; stand up; eel; sun; day,リュウ; リョウ; ロウ,たつ; いせ,10,N1,ryuu (ON); ryou (ON); rou (ON); tatsu (KUN); ise (KUN)
滝,576,waterfall,water; water droplets; water pistol; dragon; vase; stand up; eel; sun; day,ロウ; ソウ,たき,13,N1,rou (ON); sou (ON); taki (KUN)
豚,577,pork,moon; month; flesh; part of the body; sow; pig,トン,ぶた,11,N1,ton (ON); buta (KUN)
逐,578,pursue,sow; pig; road,チク,,10,N1,chiku (ON)
遂,579,consummate,horns; sow; pig; road,スイ,と.げる; つい.に,12,N1,sui (ON); to.geru (KUN); tsui.ni (KUN)
家,580,house,sow; pig,カ; ケ,いえ; や; うち,10,N4,ka (ON); ke (ON); ie (KUN); ya (KUN); uchi (KUN)
嫁,581,marry into,woman; house; sow; pig,カ,よめ; とつ.ぐ; い.く; ゆ.く,13,N1,ka (ON); yome (KUN); totsu.gu (KUN); i.ku (KUN); yu.ku (KUN)
豪,582,overpowering,tall; top hat; mouth; crown; sow; pig,ゴウ,えら.い,14,N1,gou (ON); era.i (KUN)
腸,583,intestines,moon; month; flesh; part of the body; piggy bank; sun; day; piglets,チョウ,はらわた,13,N1,chou (ON); harawata (KUN)
場,584,location,soil; dirt; ground; piggy bank; sun; day; piglets,ジョウ; チョウ,ば,12,N4,jou (ON); chou (ON); ba (KUN)
湯,585,hot water,water; water droplets; water pistol; piggy bank; sun; day; piglets,トウ,ゆ,12,N2,tou (ON); yu (KUN)
羊,586,sheep,horns,ヨウ,ひつじ,6,N1,you (ON); hitsuji (KUN)
美,587,beauty,sheep; large; St. Bernard,ビ; ミ,うつく.しい,9,N3,bi (ON); mi (ON); utsuku.shii (KUN)
洋,588,ocean,water; water droplets; water pistol; sheep,ヨウ,,9,N4,you (ON)
詳,589,detailed,say; words; keitai; mouth; sheep,ショウ,くわ.しい; つまび.らか,13,N1,shou (ON); kuwa.shii (KUN); tsumabi.raka (KUN)
